Token,Symbol,DisplayName,Description,Series,LotSize,TickSize,ExpiryDate,StrikePrice,OptionType,UnderlyingSymbol,AssetToken,PriceBandHigh,PriceBandLow,LTP,Open,High,Low,Close,PrevClose,Volume,IV,Delta,Gamma,Vega,Theta,InstrumentType
828400,SENSEX50,SENSEX50 25MAR2026 PE 26900,SENSEX5026MAR26900PE,IO,75,0.05,25MAR2026,26900,PE,SENSEX50,-1,519.55,80.35,0,0,0,0,0,0,0,0,0,0,0,0,2
1142994,BANKEX,BANKEX 29JAN2026 CE 66800,BANKEX26JAN66800CE,IO,30,0.05,29JAN2026,66800,CE,BANKEX,-1,2057.8,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
837192,SENSEX,SENSEX 19FEB2026 PE 83300,SENSEX2621983300PE,IO,20,0.05,19FEB2026,83300,PE,SENSEX,-1,851.35,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1164844,SENSEX,SENSEX 15JAN2026 PE 82200,SENSEX2611582200PE,IO,20,0.05,15JAN2026,82200,PE,SENSEX,-1,186.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1171622,SENSEX,SENSEX 22JAN2026 PE 80300,SENSEX2612280300PE,IO,20,0.05,22JAN2026,80300,PE,SENSEX,-1,63.65,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1160195,SENSEX,SENSEX 25MAR2026 CE 91000,SENSEX26MAR91000CE,IO,20,0.05,25MAR2026,91000,CE,SENSEX,-1,858.9,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
830473,BANKEX,BANKEX 25MAR2026 CE 66200,BANKEX26MAR66200CE,IO,30,0.05,25MAR2026,66200,CE,BANKEX,-1,3434.45,685.15,0,0,0,0,0,0,0,0,0,0,0,0,2
1171948,SENSEX,SENSEX 22JAN2026 PE 88700,SENSEX2612288700PE,IO,20,0.05,22JAN2026,88700,PE,SENSEX,-1,5366.7,1160.1,0,0,0,0,0,0,0,0,0,0,0,0,2
1171919,SENSEX,SENSEX 22JAN2026 CE 89900,SENSEX2612289900CE,IO,20,0.05,22JAN2026,89900,CE,SENSEX,-1,198.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1168231,BANKEX,BANKEX 26FEB2026 CE 70900,BANKEX26FEB70900CE,IO,30,0.05,26FEB2026,70900,CE,BANKEX,-1,528.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1167982,SENSEX,SENSEX 26FEB2026 CE 82400,SENSEX26FEB82400CE,IO,20,0.05,26FEB2026,82400,CE,SENSEX,-1,5691.95,1611.25,0,0,0,0,0,0,0,0,0,0,0,0,2
1111241,SENSEX,SENSEX 24SEP2026 PE 80000,SENSEX26SEP80000PE,IO,20,0.05,24SEP2026,80000,PE,SENSEX,-1,545.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1159880,SENSEX,SENSEX 08JAN2026 PE 90700,SENSEX2610890700PE,IO,20,0.05,08JAN2026,90700,PE,SENSEX,-1,7899.95,2931.6,0,0,0,0,0,0,0,0,0,0,0,0,2
1140878,SENSEX,SENSEX 29JAN2026 CE 85700,SENSEX26JAN85700CE,IO,20,0.05,29JAN2026,85700,CE,SENSEX,-1,2124.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
826892,BANKEX,BANKEX 25MAR2026 CE 68900,BANKEX26MAR68900CE,IO,30,0.05,25MAR2026,68900,CE,BANKEX,-1,1601,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1160431,SENSEX,SENSEX 08JAN2026 PE 80700,SENSEX2610880700PE,IO,20,0.05,08JAN2026,80700,PE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
837620,SENSEX,SENSEX 19FEB2026 CE 77700,SENSEX2621977700CE,IO,20,0.05,19FEB2026,77700,CE,SENSEX,-1,10490.2,5608.65,0,0,0,0,0,0,0,0,0,0,0,0,2
825792,BANKEX,BANKEX 25MAR2026 CE 75200,BANKEX26MAR75200CE,IO,30,0.05,25MAR2026,75200,CE,BANKEX,-1,170.55,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
828660,BANKEX,BANKEX 25MAR2026 PE 71200,BANKEX26MAR71200PE,IO,30,0.05,25MAR2026,71200,PE,BANKEX,-1,4976.1,2194.9,0,0,0,0,0,0,0,0,0,0,0,0,2
1171845,SENSEX,SENSEX 22JAN2026 PE 85600,SENSEX2612285600PE,IO,20,0.05,22JAN2026,85600,PE,SENSEX,-1,2005.65,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
820999,BANKEX,BANKEX 29JAN2026 CE 57100,BANKEX26JAN57100CE,IO,30,0.05,29JAN2026,57100,CE,BANKEX,-1,12003,8097.4,0,0,0,0,0,0,0,0,0,0,0,0,2
837105,SENSEX,SENSEX 19FEB2026 CE 79400,SENSEX2621979400CE,IO,20,0.05,19FEB2026,79400,CE,SENSEX,-1,8735.95,4001.2,0,0,0,0,0,0,0,0,0,0,0,0,2
1174052,SENSEX,SENSEX 26FEB2026 PE 94500,SENSEX26FEB94500PE,IO,20,0.05,26FEB2026,94500,PE,SENSEX,-1,10868.3,6172.9,0,0,0,0,0,0,0,0,0,0,0,0,2
1174014,BANKEX,BANKEX 29JAN2026 PE 75200,BANKEX26JAN75200PE,IO,30,0.05,29JAN2026,75200,PE,BANKEX,-1,9921.45,6025.55,0,0,0,0,0,0,0,0,0,0,0,0,2
1166214,BANKEX,BANKEX 26FEB2026 PE 69100,BANKEX26FEB69100PE,IO,30,0.05,26FEB2026,69100,PE,BANKEX,-1,3158.55,772.75,0,0,0,0,0,0,0,0,0,0,0,0,2
1167200,SENSEX,SENSEX 26FEB2026 PE 78300,SENSEX26FEB78300PE,IO,20,0.05,26FEB2026,78300,PE,SENSEX,-1,83.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1171591,SENSEX,SENSEX 22JAN2026 CE 85200,SENSEX2612285200CE,IO,20,0.05,22JAN2026,85200,CE,SENSEX,-1,2398.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1171913,SENSEX,SENSEX 22JAN2026 PE 81200,SENSEX2612281200PE,IO,20,0.05,22JAN2026,81200,PE,SENSEX,-1,135.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1164636,BANKEX,BANKEX 26FEB2026 CE 65400,BANKEX26FEB65400CE,IO,30,0.05,26FEB2026,65400,CE,BANKEX,-1,3794.45,802.05,0,0,0,0,0,0,0,0,0,0,0,0,2
844489,SENSEX,SENSEX 30DEC2027 PE 89000,SENSEX27DEC89000PE,IO,20,0.05,30DEC2027,89000,PE,SENSEX,-1,2475.05,1545.55,0,0,0,0,0,0,0,0,0,0,0,0,2
837554,SENSEX,SENSEX 19FEB2026 CE 91000,SENSEX2621991000CE,IO,20,0.05,19FEB2026,91000,CE,SENSEX,-1,433.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1173728,BANKEX,BANKEX 26FEB2026 CE 75700,BANKEX26FEB75700CE,IO,30,0.05,26FEB2026,75700,CE,BANKEX,-1,50,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1140101,BANKEX,BANKEX 29JAN2026 PE 59400,BANKEX26JAN59400PE,IO,30,0.05,29JAN2026,59400,PE,BANKEX,-1,20.05,1.95,0,0,0,0,0,0,0,0,0,0,0,0,2
1167343,SENSEX,SENSEX 15JAN2026 PE 90900,SENSEX2611590900PE,IO,20,0.05,15JAN2026,90900,PE,SENSEX,-1,7973.55,3066.15,0,0,0,0,0,0,0,0,0,0,0,0,2
837173,SENSEX,SENSEX 19FEB2026 PE 88500,SENSEX2621988500PE,IO,20,0.05,19FEB2026,88500,PE,SENSEX,-1,4615.85,1251.35,0,0,0,0,0,0,0,0,0,0,0,0,2
1172020,SENSEX,SENSEX 22JAN2026 CE 79200,SENSEX2612279200CE,IO,20,0.05,22JAN2026,79200,CE,SENSEX,-1,8702.95,3774.75,0,0,0,0,0,0,0,0,0,0,0,0,2
1173767,BANKEX,BANKEX 26FEB2026 CE 76500,BANKEX26FEB76500CE,IO,30,0.05,26FEB2026,76500,CE,BANKEX,-1,31.25,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
828596,SENSEX50,SENSEX50 25MAR2026 CE 28200,SENSEX5026MAR28200CE,IO,75,0.05,25MAR2026,28200,CE,SENSEX50,-1,735.05,10.85,0,0,0,0,0,0,0,0,0,0,0,0,2
1174078,BANKEX,BANKEX 26FEB2026 PE 75000,BANKEX26FEB75000PE,IO,30,0.05,26FEB2026,75000,PE,BANKEX,-1,9340.7,5581,0,0,0,0,0,0,0,0,0,0,0,0,2
1174071,SENSEX,SENSEX 26FEB2026 CE 94500,SENSEX26FEB94500CE,IO,20,0.05,26FEB2026,94500,CE,SENSEX,-1,141.85,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1160003,SENSEX,SENSEX 08JAN2026 CE 92600,SENSEX2610892600CE,IO,20,0.05,08JAN2026,92600,CE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
829139,BANKEX,BANKEX 25MAR2026 CE 60700,BANKEX26MAR60700CE,IO,30,0.05,25MAR2026,60700,CE,BANKEX,-1,8857.45,5080.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1160063,SENSEX50,SENSEX50 29JAN2026 PE 28350,SENSEX5026JAN28350PE,IO,75,0.05,29JAN2026,28350,PE,SENSEX50,-1,1621,382.9,0,0,0,0,0,0,0,0,0,0,0,0,2
1168765,SENSEX,SENSEX 15JAN2026 PE 87600,SENSEX2611587600PE,IO,20,0.05,15JAN2026,87600,PE,SENSEX,-1,4282.5,267.7,0,0,0,0,0,0,0,0,0,0,0,0,2
1165897,SENSEX,SENSEX 26FEB2026 CE 89800,SENSEX26FEB89800CE,IO,20,0.05,26FEB2026,89800,CE,SENSEX,-1,788.6,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
828741,BANKEX,BANKEX 25MAR2026 PE 58200,BANKEX26MAR58200PE,IO,30,0.05,25MAR2026,58200,PE,BANKEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1155672,SENSEX,SENSEX 29JAN2026 PE 75800,SENSEX26JAN75800PE,IO,20,0.05,29JAN2026,75800,PE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
824811,BANKEX,BANKEX 25MAR2026 PE 62700,BANKEX26MAR62700PE,IO,30,0.05,25MAR2026,62700,PE,BANKEX,-1,210.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
820689,SENSEX,SENSEX 08JAN2026 CE 76900,SENSEX2610876900CE,IO,20,0.05,08JAN2026,76900,CE,SENSEX,-1,10856,5883.3,0,0,0,0,0,0,0,0,0,0,0,0,2
837586,SENSEX,SENSEX 19FEB2026 PE 77700,SENSEX2621977700PE,IO,20,0.05,19FEB2026,77700,PE,SENSEX,-1,46.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
864149,SENSEX,SENSEX 25MAR2026 CE 75000,SENSEX26MAR75000CE,IO,20,0.05,25MAR2026,75000,CE,SENSEX,-1,13580.3,8662.25,0,0,0,0,0,0,0,0,0,0,0,0,2
1173841,SENSEX,SENSEX 26FEB2026 PE 94400,SENSEX26FEB94400PE,IO,20,0.05,26FEB2026,94400,PE,SENSEX,-1,10764,6079.55,0,0,0,0,0,0,0,0,0,0,0,0,2
827785,BANKEX,BANKEX 25MAR2026 PE 71700,BANKEX26MAR71700PE,IO,30,0.05,25MAR2026,71700,PE,BANKEX,-1,5486.5,2569.35,0,0,0,0,0,0,0,0,0,0,0,0,2
1167460,SENSEX,SENSEX 15JAN2026 CE 82200,SENSEX2611582200CE,IO,20,0.05,15JAN2026,82200,CE,SENSEX,-1,5477.85,862.45,0,0,0,0,0,0,0,0,0,0,0,0,2
1144047,BANKEX,BANKEX 29JAN2026 PE 60400,BANKEX26JAN60400PE,IO,30,0.05,29JAN2026,60400,PE,BANKEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1165153,SENSEX,SENSEX 15JAN2026 PE 91400,SENSEX2611591400PE,IO,20,0.05,15JAN2026,91400,PE,SENSEX,-1,8485.95,3551.55,0,0,0,0,0,0,0,0,0,0,0,0,2
820953,SENSEX,SENSEX 22JAN2026 CE 93400,SENSEX2612293400CE,IO,20,0.05,22JAN2026,93400,CE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1168126,BANKEX,BANKEX 26FEB2026 CE 62300,BANKEX26FEB62300CE,IO,30,0.05,26FEB2026,62300,CE,BANKEX,-1,6991.65,3293.35,0,0,0,0,0,0,0,0,0,0,0,0,2
1162673,SENSEX,SENSEX 15JAN2026 PE 87300,SENSEX2611587300PE,IO,20,0.05,15JAN2026,87300,PE,SENSEX,-1,3918.45,83.85,0,0,0,0,0,0,0,0,0,0,0,0,2
828403,BANKEX,BANKEX 25MAR2026 PE 66600,BANKEX26MAR66600PE,IO,30,0.05,25MAR2026,66600,PE,BANKEX,-1,1297.15,15.7,0,0,0,0,0,0,0,0,0,0,0,0,2
1156236,SENSEX,SENSEX 29JAN2026 CE 75800,SENSEX26JAN75800CE,IO,20,0.05,29JAN2026,75800,CE,SENSEX,-1,12192.5,7222.85,0,0,0,0,0,0,0,0,0,0,0,0,2
844412,SENSEX,SENSEX 24JUN2027 PE 89000,SENSEX27JUN89000PE,IO,20,0.05,24JUN2027,89000,PE,SENSEX,-1,2895.65,1689.45,0,0,0,0,0,0,0,0,0,0,0,0,2
1162766,BANKEX,BANKEX 26FEB2026 CE 63200,BANKEX26FEB63200CE,IO,30,0.05,26FEB2026,63200,CE,BANKEX,-1,6049.9,2488.1,0,0,0,0,0,0,0,0,0,0,0,0,2
836965,SENSEX,SENSEX 19FEB2026 PE 75800,SENSEX2621975800PE,IO,20,0.05,19FEB2026,75800,PE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1163634,BANKEX,BANKEX 26FEB2026 CE 59600,BANKEX26FEB59600CE,IO,30,0.05,26FEB2026,59600,CE,BANKEX,-1,9748.7,5872.8,0,0,0,0,0,0,0,0,0,0,0,0,2
846294,SENSEX,SENSEX 28DEC2028 PE 83000,SENSEX28DEC83000PE,IO,20,0.05,28DEC2028,83000,PE,SENSEX,-1,818.3,465.9,0,0,0,0,0,0,0,0,0,0,0,0,2
825753,SENSEX,SENSEX 12FEB2026 PE 87800,SENSEX2621287800PE,IO,20,0.05,12FEB2026,87800,PE,SENSEX,-1,3987.5,780.8,0,0,0,0,0,0,0,0,0,0,0,0,2
1160284,SENSEX,SENSEX 29JAN2026 PE 92900,SENSEX26JAN92900PE,IO,20,0.05,29JAN2026,92900,PE,SENSEX,-1,9753.7,4887.3,0,0,0,0,0,0,0,0,0,0,0,0,2
1160291,SENSEX,SENSEX 08JAN2026 PE 80800,SENSEX2610880800PE,IO,20,0.05,08JAN2026,80800,PE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
823312,SENSEX,SENSEX 05FEB2026 CE 83500,SENSEX2620583500CE,IO,20,0.05,05FEB2026,83500,CE,SENSEX,-1,4250.45,469.35,0,0,0,0,0,0,0,0,0,0,0,0,2
826895,SENSEX,SENSEX 12FEB2026 CE 83500,SENSEX2621283500CE,IO,20,0.05,12FEB2026,83500,CE,SENSEX,-1,4368.2,613.8,0,0,0,0,0,0,0,0,0,0,0,0,2
822787,SENSEX,SENSEX 25MAR2026 CE 75100,SENSEX26MAR75100CE,IO,20,0.05,25MAR2026,75100,CE,SENSEX,-1,13480.1,8565,0,0,0,0,0,0,0,0,0,0,0,0,2
1174173,BANKEX,BANKEX 29JAN2026 CE 75000,BANKEX26JAN75000CE,IO,30,0.05,29JAN2026,75000,CE,BANKEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
828851,BANKEX,BANKEX 25MAR2026 PE 66800,BANKEX26MAR66800PE,IO,30,0.05,25MAR2026,66800,PE,BANKEX,-1,1401.5,55.8,0,0,0,0,0,0,0,0,0,0,0,0,2
1167591,SENSEX,SENSEX 26FEB2026 CE 80800,SENSEX26FEB80800CE,IO,20,0.05,26FEB2026,80800,CE,SENSEX,-1,7351.45,2880.15,0,0,0,0,0,0,0,0,0,0,0,0,2
1164250,BANKEX,BANKEX 26FEB2026 CE 61500,BANKEX26FEB61500CE,IO,30,0.05,26FEB2026,61500,CE,BANKEX,-1,7819.9,4039.2,0,0,0,0,0,0,0,0,0,0,0,0,2
836244,BANKEX,BANKEX 25MAR2026 CE 76100,BANKEX26MAR76100CE,IO,30,0.05,25MAR2026,76100,CE,BANKEX,-1,118.85,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1165903,BANKEX,BANKEX 26FEB2026 CE 64500,BANKEX26FEB64500CE,IO,30,0.05,26FEB2026,64500,CE,BANKEX,-1,4694.85,1427.85,0,0,0,0,0,0,0,0,0,0,0,0,2
820236,SENSEX,SENSEX 15JAN2026 CE 76100,SENSEX2611576100CE,IO,20,0.05,15JAN2026,76100,CE,SENSEX,-1,11735.2,6762.6,0,0,0,0,0,0,0,0,0,0,0,0,2
1167113,BANKEX,BANKEX 26FEB2026 PE 72900,BANKEX26FEB72900PE,IO,30,0.05,26FEB2026,72900,PE,BANKEX,-1,7140.5,3639,0,0,0,0,0,0,0,0,0,0,0,0,2
1150614,BANKEX,BANKEX 29JAN2026 PE 57900,BANKEX26JAN57900PE,IO,30,0.05,29JAN2026,57900,PE,BANKEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1173822,SENSEX,SENSEX 26FEB2026 PE 76500,SENSEX26FEB76500PE,IO,20,0.05,26FEB2026,76500,PE,SENSEX,-1,28.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1161674,SENSEX,SENSEX 15JAN2026 CE 91500,SENSEX2611591500CE,IO,20,0.05,15JAN2026,91500,CE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1143765,BANKEX,BANKEX 29JAN2026 PE 71700,BANKEX26JAN71700PE,IO,30,0.05,29JAN2026,71700,PE,BANKEX,-1,6330.5,2650.9,0,0,0,0,0,0,0,0,0,0,0,0,2
822529,SENSEX,SENSEX 25MAR2026 PE 89400,SENSEX26MAR89400PE,IO,20,0.05,25MAR2026,89400,PE,SENSEX,-1,5106.1,1938.35,0,0,0,0,0,0,0,0,0,0,0,0,2
831508,BANKEX,BANKEX 25MAR2026 CE 70600,BANKEX26MAR70600CE,IO,30,0.05,25MAR2026,70600,CE,BANKEX,-1,913.45,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1145166,SENSEX,SENSEX 29JAN2026 CE 82900,SENSEX26JAN82900CE,IO,20,0.05,29JAN2026,82900,CE,SENSEX,-1,4784.7,696.8,0,0,0,0,0,0,0,0,0,0,0,0,2
822457,SENSEX,SENSEX 25MAR2026 CE 91300,SENSEX26MAR91300CE,IO,20,0.05,25MAR2026,91300,CE,SENSEX,-1,790.55,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
830090,SENSEX,SENSEX 12FEB2026 PE 84900,SENSEX2621284900PE,IO,20,0.05,12FEB2026,84900,PE,SENSEX,-1,1585.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1170763,SENSEX,SENSEX 26FEB2026 PE 77600,SENSEX26FEB77600PE,IO,20,0.05,26FEB2026,77600,PE,SENSEX,-1,55.85,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1105343,SENSEX,SENSEX 24SEP2026 CE 85000,SENSEX26SEP85000CE,IO,20,0.05,24SEP2026,85000,CE,SENSEX,-1,6575.45,2820.85,0,0,0,0,0,0,0,0,0,0,0,0,2
1171750,SENSEX,SENSEX 22JAN2026 CE 80200,SENSEX2612280200CE,IO,20,0.05,22JAN2026,80200,CE,SENSEX,-1,7671.6,2813.9,0,0,0,0,0,0,0,0,0,0,0,0,2
1146073,SENSEX,SENSEX 29JAN2026 CE 84500,SENSEX26JAN84500CE,IO,20,0.05,29JAN2026,84500,CE,SENSEX,-1,3256.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
822566,SENSEX,SENSEX 25MAR2026 CE 76600,SENSEX26MAR76600CE,IO,20,0.05,25MAR2026,76600,CE,SENSEX,-1,11969.7,7117.4,0,0,0,0,0,0,0,0,0,0,0,0,2
823476,SENSEX,SENSEX 05FEB2026 PE 93700,SENSEX2620593700PE,IO,20,0.05,05FEB2026,93700,PE,SENSEX,-1,10443.5,5594.4,0,0,0,0,0,0,0,0,0,0,0,0,2
1147232,BANKEX,BANKEX 29JAN2026 CE 66900,BANKEX26JAN66900CE,IO,30,0.05,29JAN2026,66900,CE,BANKEX,-1,2026.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1166810,BANKEX,BANKEX 26FEB2026 CE 62600,BANKEX26FEB62600CE,IO,30,0.05,26FEB2026,62600,CE,BANKEX,-1,6678.6,3020.2,0,0,0,0,0,0,0,0,0,0,0,0,2
827044,BANKEX,BANKEX 25MAR2026 CE 67200,BANKEX26MAR67200CE,IO,30,0.05,25MAR2026,67200,CE,BANKEX,-1,2648.3,219.75,0,0,0,0,0,0,0,0,0,0,0,0,2
1141900,SENSEX,SENSEX 29JAN2026 CE 79600,SENSEX26JAN79600CE,IO,20,0.05,29JAN2026,79600,CE,SENSEX,-1,8351.2,3498.5,0,0,0,0,0,0,0,0,0,0,0,0,2
1139587,SENSEX50,SENSEX50 29JAN2026 CE 26250,SENSEX5026JAN26250CE,IO,75,0.05,29JAN2026,26250,CE,SENSEX50,-1,1902.75,483.35,0,0,0,0,0,0,0,0,0,0,0,0,2
822230,SENSEX,SENSEX 25MAR2026 CE 77900,SENSEX26MAR77900CE,IO,20,0.05,25MAR2026,77900,CE,SENSEX,-1,10647.3,5886.65,0,0,0,0,0,0,0,0,0,0,0,0,2
1164948,SENSEX,SENSEX 26FEB2026 CE 83400,SENSEX26FEB83400CE,IO,20,0.05,26FEB2026,83400,CE,SENSEX,-1,4702.15,937.55,0,0,0,0,0,0,0,0,0,0,0,0,2
1160416,SENSEX,SENSEX 08JAN2026 PE 78100,SENSEX2610878100PE,IO,20,0.05,08JAN2026,78100,PE,SENSEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
822429,SENSEX,SENSEX 25MAR2026 PE 87400,SENSEX26MAR87400PE,IO,20,0.05,25MAR2026,87400,PE,SENSEX,-1,3351.9,845.4,0,0,0,0,0,0,0,0,0,0,0,0,2
824563,SENSEX,SENSEX 12FEB2026 PE 84100,SENSEX2621284100PE,IO,20,0.05,12FEB2026,84100,PE,SENSEX,-1,1147.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1138642,SENSEX,SENSEX 29JAN2026 PE 90900,SENSEX26JAN90900PE,IO,20,0.05,29JAN2026,90900,PE,SENSEX,-1,7641.85,3026.15,0,0,0,0,0,0,0,0,0,0,0,0,2
837203,SENSEX,SENSEX 19FEB2026 CE 89000,SENSEX2621989000CE,IO,20,0.05,19FEB2026,89000,CE,SENSEX,-1,895.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1160331,SENSEX,SENSEX 08JAN2026 PE 83000,SENSEX2610883000PE,IO,20,0.05,08JAN2026,83000,PE,SENSEX,-1,191.55,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
826449,SENSEX,SENSEX 26DEC2030 CE 89000,SENSEX30DEC89000CE,IO,20,0.05,26DEC2030,89000,CE,SENSEX,-1,20840.7,16131.4,0,0,0,0,0,0,0,0,0,0,0,0,2
1143201,SENSEX,SENSEX 29JAN2026 PE 89200,SENSEX26JAN89200PE,IO,20,0.05,29JAN2026,89200,PE,SENSEX,-1,5753.6,1601.95,0,0,0,0,0,0,0,0,0,0,0,0,2
833173,BANKEX,BANKEX 26FEB2026 CE 56400,BANKEX26FEB56400CE,IO,30,0.05,26FEB2026,56400,CE,BANKEX,-1,12936,9031.5,0,0,0,0,0,0,0,0,0,0,0,0,2
1174151,BANKEX,BANKEX 29JAN2026 PE 74500,BANKEX26JAN74500PE,IO,30,0.05,29JAN2026,74500,PE,BANKEX,-1,9219.2,5333.7,0,0,0,0,0,0,0,0,0,0,0,0,2
1159991,SENSEX,SENSEX 08JAN2026 CE 84000,SENSEX2610884000CE,IO,20,0.05,08JAN2026,84000,CE,SENSEX,-1,3369.25,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
827958,SENSEX,SENSEX 12FEB2026 PE 81000,SENSEX2621281000PE,IO,20,0.05,12FEB2026,81000,PE,SENSEX,-1,257.85,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
842981,SENSEX,SENSEX 30DEC2027 PE 81000,SENSEX27DEC81000PE,IO,20,0.05,30DEC2027,81000,PE,SENSEX,-1,707.8,281.65,0,0,0,0,0,0,0,0,0,0,0,0,2
1166850,SENSEX,SENSEX 26FEB2026 CE 81900,SENSEX26FEB81900CE,IO,20,0.05,26FEB2026,81900,CE,SENSEX,-1,6204.25,1985.85,0,0,0,0,0,0,0,0,0,0,0,0,2
830273,BANKEX,BANKEX 25MAR2026 PE 62600,BANKEX26MAR62600PE,IO,30,0.05,25MAR2026,62600,PE,BANKEX,-1,199.85,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
829392,BANKEX,BANKEX 25MAR2026 PE 72400,BANKEX26MAR72400PE,IO,30,0.05,25MAR2026,72400,PE,BANKEX,-1,6213.85,3123.2,0,0,0,0,0,0,0,0,0,0,0,0,2
820818,BANKEX,BANKEX 26FEB2026 CE 57400,BANKEX26FEB57400CE,IO,30,0.05,26FEB2026,57400,CE,BANKEX,-1,11943.1,8041.1,0,0,0,0,0,0,0,0,0,0,0,0,2
829262,SENSEX,SENSEX 12FEB2026 CE 78300,SENSEX2621278300CE,IO,20,0.05,12FEB2026,78300,CE,SENSEX,-1,9819.75,4947.45,0,0,0,0,0,0,0,0,0,0,0,0,2
1163711,BANKEX,BANKEX 26FEB2026 CE 67300,BANKEX26FEB67300CE,IO,30,0.05,26FEB2026,67300,CE,BANKEX,-1,2162.55,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1150310,BANKEX,BANKEX 29JAN2026 CE 69900,BANKEX26JAN69900CE,IO,30,0.05,29JAN2026,69900,CE,BANKEX,-1,402.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
1167448,BANKEX,BANKEX 26FEB2026 PE 68200,BANKEX26FEB68200PE,IO,30,0.05,26FEB2026,68200,PE,BANKEX,-1,2356.1,338.7,0,0,0,0,0,0,0,0,0,0,0,0,2
824965,BANKEX,BANKEX 25MAR2026 PE 57400,BANKEX26MAR57400PE,IO,30,0.05,25MAR2026,57400,PE,BANKEX,-1,20.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
821535,SENSEX,SENSEX 22JAN2026 CE 75100,SENSEX2612275100CE,IO,20,0.05,22JAN2026,75100,CE,SENSEX,-1,12812,7839.6,0,0,0,0,0,0,0,0,0,0,0,0,2
1149828,SENSEX,SENSEX 29JAN2026 CE 77700,SENSEX26JAN77700CE,IO,20,0.05,29JAN2026,77700,CE,SENSEX,-1,10290.5,5340.95,0,0,0,0,0,0,0,0,0,0,0,0,2
1167471,SENSEX,SENSEX 26FEB2026 PE 87500,SENSEX26FEB87500PE,IO,20,0.05,26FEB2026,87500,PE,SENSEX,-1,3579.7,734.3,0,0,0,0,0,0,0,0,0,0,0,0,2
1160305,SENSEX,SENSEX 08JAN2026 CE 86700,SENSEX2610886700CE,IO,20,0.05,08JAN2026,86700,CE,SENSEX,-1,550.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2
